project_id,title_clean,architect,city,country,typology,massing_type,climate_bin,year_completed,description_short,confidence_score
p_la_source_third_place_library_nas_archit_1031808,La Source Third Place Library,NAS Archit,Nîmes,France,library,fragmented,temperate,2024,La Source is a contemporary library designed to serve as a community resource and cultural hub.,0.8
p_leiden_university_lecture_hall_civic_arc_1034678,Leiden University Lecture Hall Civic Arc,Unknown,Leiden,Netherlands,Lecture Hall,linear,temperate,2024,A modern lecture hall designed to foster collaborative learning.,0.8
p_leisure_center_jules_ferry_school_group_1035333,Leisure Center Jules Ferry School Group,Unknown,,,Leisure Center,linear,temperate,2024,A modern leisure center designed to promote community engagement and wellness.,0.8
p_library_of_chongqing_electric_power_coll_1023695,Library Of Chongqing Electric Power Coll,Unknown,Chongqing,China,library,fragmented,tropical,2024,A modern library designed to serve the Chongqing Electric Power College community.,0.8
p_liverpool_civic_place_and_yellamundie_li_1028737,Liverpool Civic Place And Yellamundie Li,Li,Liverpool,Australia,civic space,fragmented,temperate,2024,A vibrant civic space designed for community use in Liverpool.,0.85
p_long_march_cultural_digital_art_museum_c_1022354,Long March Cultural Digital Art Museum,P,Guiyang,China,museum,fragmented,temperate,2024,"A modern cultural museum dedicated to digital art, featuring interactive exhibits and educational spaces.",0.85
p_louis_saint_laurent_school_stgm_architec_1026167,Louis Saint Laurent School,STGM Architect,Louis Saint Laurent,Canada,School,linear,temperate,2024,Louis Saint Laurent School is a modern educational facility designed to foster collaborative learning.,0.8
p_m_sironi_academy_of_fine_arts_lerua_stud_1034676,Academy Of Fine Arts Lerua Stud,Unknown,Lerua,Italy,Educational,fragmented,temperate,2024,The M Sironi Academy of Fine Arts is designed as a cutting-edge educational facility for aspiring artists.,0.8
p_majlis_the_manama_wind_catchers_pavilion_1034852,Majlis The Manama Wind Catchers Pavilion,Unknown,Manama,Bahrain,Cultural Pavilion,pavilion,arid,2024,The Majlis The Manama Wind Catchers Pavilion is a cultural space that celebrates traditional ventilation techniques.,0.8
p_mengzi_nsau_bookstore_of_librairie_avant_1029258,Mengzi Nsau Bookstore,Librairie Avant,Mengzi,China,library,fragmented,tropical,2024,The Mengzi Nsau Bookstore is a modern library that blends natural light with an inviting space for reading and community gatherings.,0.8
p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126,Mirage In Yumeshima Pondedge F A R M,Unknown,Osaka,Japan,mixed-use,linear,temperate,2024,A mixed-use architecture project that harmonizes agricultural activities with community interaction.,0.8
p_mirikaroden_nakagawa_cultural_complex_fu_1032242,Mirikaroden Nakagawa Cultural Complex,Fu,Nakagawa,Japan,Cultural Complex,fragmented,temperate,2024,The Mirikaroden Nakagawa Cultural Complex is a modern cultural center designed to host community events and exhibitions.,0.8
p_modern_history_of_christianity_museum_ko_1028005,Modern History Of Christianity Museum,Unknown Architect,Daejeon,South Korea,museum,fragmented,temperate,2024,"A contemporary museum exploring the modern history of Christianity in Daejeon, South Korea.",0.8
p_modern_mongolian_ger_installation_ger_at_1032499,Modern Mongolian Ger Installation,P,Unknown City,Mongolia,cultural,pavilion,continental,2024,"A modern interpretation of the traditional Mongolian ger, symbolizing cultural heritage.",0.8
p_moon_pavilion_atelier_guo_1034543,Moon Pavilion,Atelier Guo,Unknown,Unknown,Pavilion,pavilion,tropical,2024,The Moon Pavilion is an architectural retreat designed for interaction with nature and art.,0.8
p_mumo_museum_of_motorcycles_draa_1030778,Mumo Museum Of Motorcycles Draa,P,,Chile,museum,linear,temperate,2024,A modern museum dedicated to the history and culture of motorcycles.,0.8
p_munarra_centre_for_regional_excellence_a_1035026,Munarra Centre For Regional Excellence,Cox Architecture,Shepparton,Australia,community center,clustered,temperate,2024,The Munarra Centre For Regional Excellence serves as a hub for education and community activities in Shepparton.,0.85
p_museum_bezau_innauer_matt_architekten_1031766,Museum Bezau,Innauer Matt Architekten,Bezau,Austria,museum,fragmented,temperate,2024,Museum Bezau is a contemporary cultural facility designed to enhance community engagement through art.,0.85
p_mycelial_hut_yong_ju_lee_architecture_1035602,Mycelial Hut,Yong Ju Lee Architecture,,,Residential,fragmented,tropical,2024,Mycelial Hut is a sustainable residential structure designed by Yong Ju Lee Architecture.,0.8
p_nara_church_arkpro_studio_albania_1027588,Nara Church,Arkpro Studio,Nara,Albania,Religious,fragmented,temperate,2024,Nara Church is a modern religious facility designed by Arkpro Studio.,0.8
p_neighborhood_center_augustin_nbundm_1034673,Neighborhood Center Augustin Nbundm,Nbundm Architecture,Munich,Germany,community center,clustered,temperate,2024,A contemporary neighborhood center designed to foster community engagement.,0.85
p_new_apostolic_church_bez_kock_architekte_1027905,New Apostolic Church Bez Kock,Bez Kock Architekte,,Germany,religious,pavilion,temperate,2024,The New Apostolic Church Bez Kock serves as a modern religious space designed to foster community engagement.,0.8
p_new_churches_st_luke_st_matthew_meixner_1027333,New Churches St Luke St Matthew Meixner,Meixner Schlüter Wendt,,Germany,religious,linear,temperate,2024,A new church designed to serve community needs integrating modern elements with traditional worship.,0.8
p_new_science_and_technology_museum_of_hen_1034203,New Science And Technology Museum Of Hen,Not Specified,Hen,Unknown,museum,fragmented,tropical,2024,The New Science And Technology Museum of Hen integrates cutting-edge design with educational public spaces.,0.8
p_new_taipei_city_art_museum_kris_yao_arte_1023080,New Taipei City Art Museum,Kris Yao,New Taipei City,Taiwan,museum,fragmented,tropical,2024,New Taipei City Art Museum by Kris Yao features fragmented forms and a focus on integrating art with community.,0.8
p_nhm_commons_museum_wing_and_community_hu_1023820,Nhm Commons Museum Wing And Community Hu,Unknown,Los Angeles,United States,Museum,fragmented,temperate,2024,The NHM Commons Museum Wing and Community Hub serves as a cultural landmark designed for community engagement.,0.8
p_no_7_ceramic_art_research_base_phase_one_1022020,No 7 Ceramic Art Research Base Phase One,Unknown,Unknown,China,Cultural,fragmented,tropical,2024,"A research base dedicated to ceramic art, aimed at fostering artistic development and education.",0.8
p_north_boulder_library_workac_1030123,North Boulder Library,Workac,Boulder,United States,library,compact,temperate,2024,A modern library design in North Boulder focused on community integration and sustainability.,0.8
p_nujiang_grand_canyon_bookstore_of_librai_1022326,Nujiang Grand Canyon Bookstore,Librai,Nujiang,China,library,fragmented,tropical,2024,The Nujiang Grand Canyon Bookstore is an innovative cultural space that blends with the natural landscape while serving as a community hub.,0.8
p_oman_across_ages_museum_cox_architecture_1024366,Oman Across Ages Museum,Cox Architecture,Muscat,Oman,museum,fragmented,arid,2024,The Oman Across Ages Museum is a cultural institution designed to showcase the rich history and heritage of Oman.,0.8
p_osaka_expo_2025_foresting_architecture_p_1034719,Osaka Expo 2025 Foresting Architecture,Unknown,Osaka,Japan,Exhibition,clustered,temperate,2024,A pioneering project showcasing ecological design for the Osaka Expo 2025.,0.8
p_pan_orama_pavilion_associates_architectu_1035385,Pan Orama Pavilion,Pan Orama Pavilion Associates,Rome,Italy,Pavilion,pavilion,temperate,2024,"The Pan Orama Pavilion serves as a cultural beacon in Rome, promoting art and community engagement.",0.8
p_paris_fondation_cartier_for_contemporary_1035305,Fondation Cartier Pour L'Art Contemporain,Jean Nouvel,Paris,France,Cultural,fragmented,temperate,2024,A contemporary cultural space dedicated to the promotion of modern art.,0.85
p_pietro_maria_bardi_masp_building_metro_a_1026123,Masp Building,Pietro Maria Bardi,São Paulo,Brazil,Museum,pavilion,tropical,2024,"Masp Building is a modern art museum located in São Paulo, designed as a cultural hub.",0.8
p_pina_contempor_nea_museum_arquitetos_ass_1014137,Pina Contempor Nea Museum,Arquitetos Ass,São Paulo,Brazil,museum,fragmented,tropical,2024,A contemporary museum designed to facilitate cultural engagement and exhibitions in São Paulo.,0.8
p_powerhouse_castle_hill_lahznimmo_archite_1014130,Powerhouse Castle Hill,Lahznimmo Architects,Castle Hill,Australia,Cultural,fragmented,temperate,2024,Powerhouse Castle Hill is a modern cultural facility set to transform a crucial area in Castle Hill.,0.85
p_quilombo_da_gamboa_library_pavilion_mora_1034622,Quilombo Da Gamboa Library Pavilion,Mora,Rio de Janeiro,Brazil,library,pavilion,tropical,2024,"The Quilombo Da Gamboa Library Pavilion serves as a community hub, integrating cultural, educational, and environmental considerations.",0.8
p_rahmah_library_the_maak_1033750,Rahmah Library,The Maak,Cape Town,South Africa,library,fragmented,temperate,2024,The Rahmah Library is a community-focused space designed to foster learning and collaboration.,0.8
p_raj_sabhagruh_discourse_hall_serie_archi_1026005,Raj Sabhagruh Discourse Hall,P,Unknown,India,cultural,linear,tropical,2024,"The Raj Sabhagruh Discourse Hall is designed for communal gatherings, blending modern architecture with cultural significance.",0.8
p_recreation_center_morel_de_vind_sch_maa_956856,Recreation Center Morel De Vind Sch Maa,Unknown,Paris,France,Recreation Center,linear,temperate,2024,A modern recreation center designed to serve the community's sports and social needs.,0.8
p_refectory_lounge_library_at_king_s_colle_1026726,Refectory Lounge Library,Unknown,Cambridge,United Kingdom,library,linear,temperate,2024,A modern library that combines functional spaces for studying and socializing within a unique architectural framework.,0.8
p_reinterpretation_of_national_museum_of_p_1032587,Reinterpretation Of National Museum Of P,Unknown Architect,Unknown City,Unknown Country,Museum,fragmented,temperate,2024,"This project is a reinterpretation of the National Museum of P, emphasizing modern design while preserving cultural significance.",0.8
p_renovation_and_expansion_of_shenzhen_lon_1027926,Renovation And Expansion Of Shenzhen Lon,Unknown,Shenzhen,China,Cultural,fragmented,tropical,2024,A comprehensive renovation and expansion project aiming to enhance cultural engagement in Shenzhen.,0.8
p_renovation_expansion_of_sichuan_universi_1031606,Renovation Expansion Of Sichuan University,Unknown,Chengdu,China,Educational,clustered,temperate,2024,The renovation expansion of Sichuan University enhances educational facilities and incorporates sustainable design practices.,0.8
p_renovation_of_nju_kindergarten_atelier_j_1034367,Renovation Of Nju Kindergarten Atelier J,Nju Architects,Unknown City,Unknown Country,educational,courtyard,temperate,2024,A contemporary renovation of a kindergarten that enhances interactive learning spaces.,0.8
p_resting_chapel_jung_architekti_1025027,Resting Chapel,Jung Architekti,,Slovakia,religious,compact,temperate,2024,The Resting Chapel by Jung Architekti is a serene religious space designed for contemplation.,0.8
p_restoration_and_enhancement_of_the_patri_1034427,Restoration And Enhancement Of The Patri,N/A,Lisbon,Portugal,cultural,fragmented,temperate,2024,A project focused on the restoration and enhancement of a cultural heritage site in Lisbon.,0.8
p_restoration_of_sant_esteve_church_santam_1032564,Restoration Of Sant Esteve Church Santam,,Santam,Spain,religious,fragmented,temperate,2024,"This project involves the restoration of the exteriors of Sant Esteve Church in Santam, maintaining its historical integrity.",0.8
p_retrofit_of_santa_maria_school_carvalho_1034261,Retrofit Of Santa Maria School Carvalho,Carvalho,São Paulo,Brazil,School,compact,tropical,2024,The Retrofit Of Santa Maria School Carvalho enhances educational spaces through sustainable practices.,0.8
p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634,Sailing Castle,Tsung Feng D,Taipei,Taiwan,Residential,fragmented,tropical,2024,A modern luxury residential project designed to foster community interaction through its innovative spatial organization.,0.8
p_salem_public_library_renovation_hacker_a_1024470,Salem Public Library Renovation,Hacker,Salem,United States,library,fragmented,temperate,2024,Renovation of Salem Public Library enhances community engagement and modernizes facilities.,0.8
p_san_rocco_s_oratory_architettura_tommasi_1033428,San Rocco S Oratory,Architettura Tommasi,Padova,Italy,religious,compact,temperate,2024,"The San Rocco S Oratory is a modern religious building designed to serve as a community gathering space in Padova, Italy.",0.8
p_sanctuary_tunnel_garden_rad_ar_research_1027508,Sanctuary Tunnel Garden,Rad Ar Research,Unknown City,Indonesia,landscape design,fragmented,tropical,2024,A unique underground garden designed to offer tranquility and connection with nature.,0.8
p_school_of_the_art_institute_of_chicago_f_1026597,School Of The Art Institute Of Chicago F,Unknown Architect,Chicago,United States,Educational,fragmented,temperate,2024,"A new educational facility for the School of the Art Institute of Chicago, focusing on art education.",0.8
p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554,Seoul Robot Ai Museum,Melike Alt N,Seoul,South Korea,museum,fragmented,temperate,2024,"The Seoul Robot Ai Museum, designed by Melike Alt N K Arc, is a cutting-edge facility dedicated to the advancements in robotics and artificial intelligence.",0.85
p_shafagh_tomb_35_51_architecture_office_1029019,Shafagh Tomb,35 51 Architecture Office,,Iran,cultural,fragmented,arid,2024,The Shafagh Tomb is a modern architectural interpretation of a cultural burial site.,0.8
p_shenzhen_science_and_technology_museum_z_1029762,Shenzhen Science And Technology Museum,Unknown,Shenzhen,China,museum,fragmented,tropical,2024,The Shenzhen Science And Technology Museum is an innovative cultural hub designed to foster public engagement with science and technology.,0.8
p_shonan_institute_of_technology_high_scho_1024901,Shonan Institute of Technology High School,Unknown,Shonan,Japan,Educational,linear,temperate,2024,The Shonan Institute of Technology High School is designed to facilitate modern educational needs.,0.8
p_simple_art_museum_has_design_and_researc_1022166,Simple Art Museum,Unknown,Bangkok,Thailand,museum,fragmented,tropical,2024,A modern art museum designed to foster interaction and community engagement.,0.8
p_smvit_library_cadence_architects_1034143,Smvit Library,Cadence Architects,,India,library,fragmented,tropical,2024,Smvit Library is a contemporary educational institution designed to foster learning and community engagement.,0.8
p_sona_university_centre_library_block_imk_1024858,Sona University Centre Library Block,Unknown,Sona,India,Library,fragmented,tropical,2024,"A modern library building at Sona University, designed to facilitate learning and collaboration.",0.8
p_songzhuang_z_museum_team_bldg_1030268,Songzhuang Z Museum,Team B,Songzhuang,China,Museum,fragmented,temperate,2024,The Songzhuang Z Museum is an innovative cultural space designed to promote contemporary art.,0.8
