project_id,title_clean,architect,city,country,typology,massing_type,climate_bin,year_completed,description_short,confidence_score
p_claremont_mckenna_college_robert_day_sci_1034623,Robert Day Science,HOK,Claremont,United States,Educational Building,linear,temperate,2024,A modern educational facility designed to foster collaboration and innovation in science education.,0.8
p_codec_training_centre_kuakata_community_1034720,Codec Training Centre Kuakata Community,N/A,Kuakata,Bangladesh,educational,fragmented,tropical,2024,Codec Training Centre serves as a community hub for education and skill development.,0.85
p_collector_s_house_museum_atelier_data_1024946,Collector's House Museum Atelier,P,Unknown City,Unknown Country,Museum,fragmented,temperate,2024,An innovative museum designed for art display and community engagement.,0.8
p_coonawarra_willam_aquatic_centre_ivanhoe_1035598,Coonawarra Willam Aquatic Centre,Unknown,Ivanhoe,Australia,Aquatic Centre,linear,temperate,2024,A modern community aquatic centre designed for leisure and fitness in Ivanhoe.,0.8
p_cube_workshop_building_civic_architects_1034679,Cube Workshop Building,Civic Architects,Amsterdam,Netherlands,Workshop,fragmented,temperate,2024,The Cube Workshop Building by Civic Architects is a community-focused space designed for collaborative work and engagement.,0.8
p_datta_vihara_shrine_karan_darda_architec_1029737,Datta Vihara Shrine,Karan Darda,,,religious,pavilion,tropical,2024,"The Datta Vihara Shrine serves as a spiritual retreat, fostering community gatherings.",0.8
p_david_rubenstein_treehouse_harvard_unive_1035475,David Rubenstein Treehouse,N/A,Cambridge,United States,educational,pavilion,temperate,2024,"A nature-inspired learning space at Harvard University, merging education with environmental stewardship.",0.8
p_devalera_library_and_suil_gallery_keith_1029820,Devalera Library And Suil Gallery,Keith,County Kerry,Ireland,Library,fragmented,temperate,2024,The Devalera Library and Suil Gallery blends modern design with community needs.,0.8
p_diriyah_art_futures_contemporary_art_hub_1023785,Diriyah Art Futures Contemporary Art Hub,Cathy O'Kane,Diriyah,Saudi Arabia,Cultural,courtyard,arid,2024,A contemporary art hub designed to promote cultural engagement and artistic expression.,0.8
p_dom_turka_house_of_remembrance_tremend_1032509,Dom Turka House Of Remembrance,Tremend,Tremend City,Poland,Cultural,courtyard,temperate,2024,Dom Turka House Of Remembrance is a cultural space dedicated to honoring memories.,0.8
p_educational_area_of_the_exhibition_a_riv_1035308,Educational Area Of The Exhibition A Riv,A Riv,,,Institutional,linear,temperate,2024,An innovative educational space designed for exhibitions that promotes interactive learning.,0.85
p_elementary_school_at_le_grand_lemps_fran_935357,Elementary School At Le Grand Lemps,Unknown,Le Grand Lemps,France,School,linear,temperate,2024,A contemporary elementary school designed to foster learning and community engagement.,0.8
p_elisabeth_and_robert_badinter_elementary_1034682,Elisabeth And Robert Badinter Elementary,Unknown,Unknown,France,School,fragmented,temperate,2024,A modern elementary school designed to foster learning through both structured and informal environments.,0.8
p_event_hall_l_agora_and_ernest_hemingway_1029943,Event Hall L Agora,Unknown Architect,Unknown City,France,Event Hall,pavilion,temperate,2024,A versatile event hall designed to foster community and cultural interaction.,0.8
p_far_rockaway_library_sn_hetta_1022953,Far Rockaway Library,Sn Hetta,Far Rockaway,United States,Library,linear,temperate,2024,A new public library designed to serve the community of Far Rockaway.,0.8
p_fenix_art_museum_mad_architects_1030328,Fenix Art Museum,MAD Architects,Rotterdam,Netherlands,museum,fragmented,temperate,2024,"The Fenix Art Museum, designed by MAD Architects, is a cultural institution in Rotterdam that integrates art with sustainable design principles.",0.8
p_five_finger_pavilion_yxdesigners_1034978,Five Finger Pavilion,Yxdesigners,,,pavilion,pavilion,temperate,2024,The Five Finger Pavilion is a contemporary gathering space emphasizing sustainability and harmonization with nature.,0.8
p_flower_on_hillside_community_library_st_1027318,Flower On Hillside Community Library,Unknown Architect,Unknown City,Unknown Country,library,fragmented,tropical,2024,A contemporary community library designed to serve as a cultural hub for the surrounding community.,0.8
p_frihamnskyrkan_church_elding_oscarson_1025436,Frihamnskyrkan Church,Elding Oscarson,Gothenburg,Sweden,Religious,compact,temperate,2024,Frihamnskyrkan Church is a modern religious structure that fosters community engagement and spiritual reflection.,0.8
p_gabrielle_roy_library_saucier_perrotte_a_1028861,Gabrielle Roy Library,Saucier Perrotte,Quebec City,Canada,library,fragmented,temperate,2024,The Gabrielle Roy Library is a modern architectural structure designed to serve as a hub for community engagement and learning.,0.8
p_ganga_leheri_temple_abin_design_studio_1030472,Ganga Leheri Temple,Abin Design Studio,Kolkata,India,Religious,courtyard,tropical,2024,"A contemporary temple design dedicated to the Ganges River, integrating sacred and communal spaces.",0.8
p_gersthof_model_school_renovation_and_con_1034672,Gersthof Model School Renovation And Con,TBA,Vienna,Austria,school,fragmented,temperate,2024,Renovation and construction project aimed at modernizing the Gersthof Model School.,0.8
p_gimle_4_student_housing_code_arkitektur_1034566,Gimle 4 Student Housing,Code Arkitektur,Oslo,Norway,Student Housing,linear,temperate,2024,"Gimle 4 Student Housing provides modern, sustainable living for students in Oslo.",0.8
p_grentschel_school_extension_ahaa_1034558,Grentschel School Extension,Ahaa,Grentschel,Germany,School,linear,temperate,2024,The Grentschel School Extension enhances educational infrastructure with thoughtful design.,0.8
p_guir_y_ro_bocar_library_croixmariebourdo_1023026,Guir Y Ro Bocar Library,Guir Y Ro,Croixmariebourdo,Unknown,library,fragmented,tropical,2024,A modern library designed to serve as a community hub in Croixmariebourdo.,0.85
p_h_jvangen_church_henning_larsen_espen_su_1031123,H Jvangen Church,Henning Larsen,Hjortshøj,Denmark,Religious,courtyard,temperate,2024,H Jvangen Church by Henning Larsen merges modern architecture with community-focused design.,0.8
p_h_l_ne_carr_re_d_encausse_school_archi5_1035464,Encausse School,Archi5,Hénin-Beaumont,France,school,linear,temperate,2024,Encausse School by Archi5 is a modern educational facility designed to foster collaboration and engagement.,0.8
p_hadrovi_a_mosque_arhingin_enjering_1026861,Hadrovi A Mosque,Hadrovi,Tivat,Montenegro,Religious,pavilion,temperate,2024,A contemporary mosque designed to foster community and spirituality.,0.85
p_hagen_house_nendeln_cukrowicz_nachbaur_a_1034624,Hagen House Nendeln,Cukrowicz Nachbaur,Nendeln,Liechtenstein,Residential,fragmented,temperate,2024,Hagen House is a modern residential building designed to integrate harmoniously with its natural surroundings.,0.8
p_haksanjae_private_library_and_residence_1032024,Haksanjae Private Library And Residence,P,,South Korea,library/residential,fragmented,temperate,2024,A harmonious blend of a private library and residence set in a rural landscape.,0.8
p_haus_der_digitalisierung_tulln_kronaus_m_1022449,Haus Der Digitalisierung Tulln,Kronaus M,Tulln,Austria,Cultural Center,fragmented,temperate,2024,A modern digitalization hub aimed at fostering innovation and public engagement.,0.8
p_hiraya_pavilion_in_sapporo_ykaa_1035509,Hiraya Pavilion,Unknown Architect,Sapporo,Japan,Pavilion,pavilion,temperate,2024,The Hiraya Pavilion is a community cultural space designed to foster interaction and exhibition.,0.8
p_hortensia_herrero_art_center_erre_1013611,Hortensia Herrero Art Center,Erre,Valencia,Spain,Cultural Center,fragmented,temperate,2024,The Hortensia Herrero Art Center combines modern architecture with functional art spaces.,0.8
p_huanglong_mountain_zisha_mineral_source_1023799,Huanglong Mountain Zisha Mineral Source,Unknown Architect,Changzhou,China,cultural,fragmented,temperate,2024,A cultural facility designed to harness the benefits of the Huanglong Mountain mineral source.,0.8
p_iljuk_presbyterian_church_oh_jongsang_1027121,Iljuk Presbyterian Church,Oh Jongsang,Iljuk,South Korea,Religious,pavilion,temperate,2024,Iljuk Presbyterian Church is a modern religious structure designed to foster community and spiritual growth.,0.85
p_inglewood_bird_sanctuary_expansion_the_m_1035158,Inglewood Bird Sanctuary Expansion,Not Provided,Calgary,Canada,cultural,fragmented,temperate,2024,An expansion project designed to enhance the facilities of the Inglewood Bird Sanctuary.,0.8
p_intervention_of_the_yulin_courtyard_hous_1021229,Intervention Of The Yulin Courtyard House,Unknown,Yulin,China,Residential,courtyard,tropical,2024,The Yulin Courtyard House is designed to create a harmonious living environment by integrating outdoor and indoor spaces.,0.8
p_ixcampus_design_school_same_architectes_1035289,Ixcampus Design School,Same Architectes,Paris,France,school,fragmented,temperate,2024,Ixcampus Design School is a state-of-the-art educational facility promoting creativity and innovation in design.,0.8
p_jackson_hole_history_museum_hga_1027334,Jackson Hole History Museum,HGA,Jackson,United States,museum,fragmented,temperate,2024,The Jackson Hole History Museum is designed to celebrate local history through interactive exhibits and community spaces.,0.85
p_james_baldwin_media_library_and_refugee_1030349,James Baldwin Media Library And Refugee,P,Paris,France,library,fragmented,temperate,2024,The James Baldwin Media Library And Refugee is a modern cultural hub facilitating media access and community integration.,0.8
p_jami_at_taqwa_mosque_cibinong_ismail_sol_1034505,Jami At Taqwa Mosque Cibinong,Ismail Sol,Cibinong,Indonesia,religious,pavilion,tropical,2024,A modern mosque designed to serve the community with a focus on light and spaciousness.,0.8
p_jean_ric_edelman_fossil_park_museum_enne_1029467,Edelman Fossil Park Museum,Enne,Woodbury,United States,museum,pavilion,temperate,2024,The Edelman Fossil Park Museum integrates educational opportunities with sustainable design in a suburban setting.,0.8
p_judicial_morgue_for_the_city_of_ver_ofic_1030759,Judicial Morgue For The City Of Ver Ofic,Unknown,Ver Ofic,Argentina,Institutional,fragmented,temperate,2024,A judicial morgue designed to serve the city of Ver Ofic with modern facilities and efficient functionality.,0.8
p_jules_verne_school_barr_lambot_architect_1035346,Jules Verne School,Barr Lambot Architect,Nantes,France,school,fragmented,temperate,2024,The Jules Verne School is an innovative educational facility designed to foster learning in a collaborative environment.,0.8
p_kampung_mrican_phase_1_and_microlibrary_1031619,Kampung Mrican Phase 1 And Microlibrary,Unknown,Yogyakarta,Indonesia,microlibrary,linear,tropical,2024,A community-centered microlibrary designed to foster learning and engagement in Yogyakarta.,0.8
p_kiihtelysvaara_church_luo_architects_1030415,Kiihtelysvaara Church,Luo Architects,Kiihtelysvaara,Finland,Religious,fragmented,temperate,2024,The Kiihtelysvaara Church designed by Luo Architects serves as a contemporary religious space integrated with its natural surroundings.,0.8
p_kushtia_neighborhood_mosque_ahsan_habib_1025782,Kushtia Neighborhood Mosque,Ahsan Habib,Kushtia,Bangladesh,religious,courtyard,tropical,2024,"The Kushtia Neighborhood Mosque is designed as a modern response to the traditional mosque typology, landscaped to foster community engagement and spiritual reflection.",0.8
p_la_source_third_place_library_nas_archit_1031808,La Source Third Place Library,Nas Archit,Nîmes,France,library,fragmented,temperate,2024,The La Source Third Place Library is a modern public library designed to foster community engagement.,0.8
p_leiden_university_lecture_hall_civic_arc_1034678,Leiden University Lecture Hall Civic Arc,Civic Arc,Leiden,Netherlands,Lecture Hall,compact,temperate,2024,A modern lecture hall aiming to foster collaboration and learning.,0.8
p_leisure_center_jules_ferry_school_group_1035333,Leisure Center Jules Ferry School Group,Unknown Architect,Unknown City,Unknown Country,Leisure Center,fragmented,temperate,2024,"A state-of-the-art leisure center designed for the Jules Ferry School, enhancing educational and recreational opportunities.",0.8
p_library_of_chongqing_electric_power_coll_1023695,Library Of Chongqing Electric Power Coll,Unknown,Chongqing,China,Library,fragmented,tropical,2024,"A modern library designed for the Chongqing Electric Power College, fostering community and learning.",0.8
p_liverpool_civic_place_and_yellamundie_li_1028737,Liverpool Civic Place And Yellamundie Li,Not Specified,Liverpool,Australia,Civic Center,fragmented,temperate,2024,Liverpool Civic Place and Yellamundie LI serves as a community hub offering diverse civic amenities.,0.8
p_long_march_cultural_digital_art_museum_c_1022354,Long March Cultural Digital Art Museum,Unknown,Guiyang,China,museum,fragmented,tropical,2024,A digital art museum designed to reflect contemporary cultural themes.,0.8
p_louis_saint_laurent_school_stgm_architec_1026167,Louis Saint Laurent School,Stgm Architec,,Canada,school,compact,temperate,2024,Louis Saint Laurent School is a modern educational facility emphasizing collaboration and sustainability.,0.8
p_m_sironi_academy_of_fine_arts_lerua_stud_1034676,Academy Of Fine Arts Lerua Stud,M. Sironi,Lerua,Italy,Academy/Institution,fragmented,temperate,2024,A modern educational facility for fine arts with a focus on collaboration and creativity.,0.8
p_majlis_the_manama_wind_catchers_pavilion_1034852,Majlis The Manama Wind Catchers Pavilion 1034852 Exteriors P Majlis The Manama Wind Catchers Pavilion,,,,,,,0,,0.0
p_mengzi_nsau_bookstore_of_librairie_avant_1029258,Mengzi Nsau Bookstore,Librairie Avant,Mengzi,China,library,linear,tropical,2024,The Mengzi Nsau Bookstore is a modern library that fosters community engagement and learning.,0.8
p_mirage_in_yumeshima_pondedge_f_a_r_m_1035126,Mirage In Yumeshima Pondedge F A R M,Unknown,Osaka,Japan,Mixed-use,fragmented,temperate,2024,A mixed-use farm project designed to foster community engagement with agricultural practices.,0.8
p_mirikaroden_nakagawa_cultural_complex_fu_1032242,Mirikaroden Nakagawa Cultural Complex Fu 1032242 Diagrams P Mirikaroden Nakagawa Cultural Complex Fu,,,,,,,0,,0.0
p_modern_history_of_christianity_museum_ko_1028005,Modern History Of Christianity Museum Ko 1028005 Diagrams P Modern History Of Christianity Museum Ko,,,,,,,0,,0.0
p_modern_mongolian_ger_installation_ger_at_1032499,Modern Mongolian Ger Installation,Unknown,Ulaanbaatar,Mongolia,Cultural,circular,continental,2024,"A modern interpretation of the traditional Mongolian Ger, this installation integrates cultural heritage within a contemporary architectural framework.",0.8
p_moon_pavilion_atelier_guo_1034543,Moon Pavilion,Atelier Guo,,China,Pavilion,pavilion,tropical,2024,An innovative cultural pavilion designed for communal gatherings and observation.,0.8
p_mumo_museum_of_motorcycles_draa_1030778,Mumo Museum Of Motorcycles,P Mumo,Draa,Chile,museum,fragmented,temperate,2024,The Mumo Museum of Motorcycles is a contemporary museum showcasing the history and culture of motorcycles.,0.8
p_munarra_centre_for_regional_excellence_a_1035026,Munarra Centre For Regional Excellence,P,Shepparton,Australia,community center,fragmented,temperate,2024,A new community center aimed at enhancing regional excellence through education and cultural programs.,0.8
p_museum_bezau_innauer_matt_architekten_1031766,Museum Bezau,Innauer Matt Architekten,Bezau,Austria,museum,fragmented,temperate,2024,Museum Bezau is a contemporary cultural center designed to enhance community engagement with art and nature.,0.8
p_mycelial_hut_yong_ju_lee_architecture_1035602,Mycelial Hut,Yong Ju Lee Architecture,,,Residential,clustered,temperate,2024,The Mycelial Hut is a sustainable living space designed around the principles of mycelium-based construction.,0.8
p_nara_church_arkpro_studio_albania_1027588,Nara Church,Arkpro Studio,Nara,Albania,Religious,pavilion,temperate,2024,Nara Church is a modern religious space designed by Arkpro Studio in Albania.,0.8
p_neighborhood_center_augustin_nbundm_1034673,Neighborhood Center Augustin Nbundm 1034673 Diagrams P Neighborhood Center Augustin Nbundm,,,,,,,0,,0.0
p_new_apostolic_church_bez_kock_architekte_1027905,New Apostolic Church Bez Kock Architekte 1027905 Diagrams P New Apostolic Church Bez Kock Architekte,,,,,,,0,,0.0
p_new_churches_st_luke_st_matthew_meixner_1027333,New Churches St Luke St Matthew Meixner,Meixner Schlueter Wendt,Meixner,Germany,religious,fragmented,temperate,2024,A contemporary church design integrating community spaces with worship areas.,0.8
p_new_science_and_technology_museum_of_hen_1034203,New Science And Technology Museum Of Hen,Unknown,Hen,Egypt,Museum,fragmented,arid,2024,The New Science and Technology Museum of Hen exemplifies modern design that fosters innovation and interaction.,0.8
p_new_taipei_city_art_museum_kris_yao_arte_1023080,New Taipei City Art Museum,Kris Yao,New Taipei City,Taiwan,museum,fragmented,tropical,2024,"The New Taipei City Art Museum, designed by Kris Yao | Arte, is set to become a cultural landmark showcasing contemporary art.",0.8
p_nhm_commons_museum_wing_and_community_hu_1023820,Commons Museum Wing and Community Hub,P,Los Angeles,United States,museum,linear,temperate,2024,The Nhm Commons Museum Wing and Community Hub expands the museum's offerings with a new community-focused design.,0.8
p_no_7_ceramic_art_research_base_phase_one_1022020,No 7 Ceramic Art Research Base Phase One,Unknown,Guangzhou,China,Cultural,pavilion,tropical,2024,"A cultural research facility dedicated to ceramic arts in Guangzhou, designed to foster creativity and innovation.",0.8
p_north_boulder_library_workac_1030123,North Boulder Library,Workac,Boulder,United States,library,fragmented,temperate,2024,The North Boulder Library is a modern architectural addition that serves as a vibrant community hub.,0.8
p_nujiang_grand_canyon_bookstore_of_librai_1022326,Nujiang Grand Canyon Bookstore,Librai,Nujiang,China,library,fragmented,temperate,2024,The Nujiang Grand Canyon Bookstore is a contemporary library nestled within a stunning canyon landscape.,0.8
p_oman_across_ages_museum_cox_architecture_1024366,Oman Across Ages Museum,Cox Architecture,Muscat,Oman,museum,fragmented,arid,2024,The Oman Across Ages Museum is a cultural institution designed to celebrate Oman's rich heritage.,0.8
p_osaka_expo_2025_foresting_architecture_p_1034719,Osaka Expo 2025 Foresting Architecture,Unknown,Osaka,Japan,expo pavilions,fragmented,temperate,2024,An innovative pavilion for the Osaka Expo 2025 emphasizing forest integration and sustainability.,0.8
p_pan_orama_pavilion_associates_architectu_1035385,Pan Orama Pavilion,Pan Orama Pavilion Associates,Rome,Italy,pavilion,pavilion,temperate,2024,"The Pan Orama Pavilion serves as a contemporary cultural space in Rome, highlighting artistic and community-driven programs.",0.8
p_paris_fondation_cartier_for_contemporary_1035305,Fondation Cartier pour l'Art Contemporain,Jean Nouvel,Paris,France,Museum,fragmented,temperate,2024,"The Fondation Cartier is a contemporary art museum in Paris designed by Jean Nouvel, emphasizing transparency and openness.",0.85
p_pietro_maria_bardi_masp_building_metro_a_1026123,Masp Building,Pietro Maria Bardi,São Paulo,Brazil,Museum,pavilion,tropical,2024,"The Masp Building, designed by Pietro Maria Bardi, serves as a cultural hub in São Paulo dedicated to art and exhibitions.",0.8
p_pina_contempor_nea_museum_arquitetos_ass_1014137,Pina Contempor Nea Museum,Arquitetos Ass,São Paulo,Brazil,museum,fragmented,tropical,2024,The Pina Contempor Nea Museum is a contemporary art museum designed to be a cultural hub in São Paulo.,0.8
p_powerhouse_castle_hill_lahznimmo_archite_1014130,Powerhouse Castle Hill Lahznimmo Archite 1014130 Diagrams P Powerhouse Castle Hill Lahznimmo Archite,,,,,,,0,,0.0
p_quilombo_da_gamboa_library_pavilion_mora_1034622,Quilombo Da Gamboa Library Pavilion Mora 1034622 Diagrams P Quilombo Da Gamboa Library Pavilion Mora,,,,,,,0,,0.0
p_rahmah_library_the_maak_1033750,Rahmah Library The Maak 1033750 Diagrams P Rahmah Library The Maak,,,,,,,0,,0.0
p_raj_sabhagruh_discourse_hall_serie_archi_1026005,Raj Sabhagruh Discourse Hall,Archi,,India,cultural,pavilion,tropical,2024,The Raj Sabhagruh Discourse Hall is a community-focused cultural facility designed for various gatherings and events.,0.8
p_recreation_center_morel_de_vind_sch_maa_956856,Recreation Center Morel De Vind Sch,Sch Maa,Paris,France,Recreation Center,linear,temperate,2024,A modern recreation center designed to enhance community well-being through sports.,0.9
p_refectory_lounge_library_at_king_s_colle_1026726,Refectory Lounge Library At King S Colle 1026726 Diagrams P Refectory Lounge Library At King S Colle,,,,,,,0,,0.0
p_reinterpretation_of_national_museum_of_p_1032587,Reinterpretation Of National Museum Of P,Unknown,Unknown,Unknown,museum,fragmented,temperate,2024,A modern reinterpretation of the National Museum focusing on educational and interactive spaces.,0.8
p_renovation_and_expansion_of_shenzhen_lon_1027926,Renovation And Expansion Of Shenzhen Lon,Unknown,Shenzhen,China,mixed-use,fragmented,tropical,2024,A mixed-use renovation project focusing on enhancing exterior aesthetics and functionality.,0.8
p_renovation_expansion_of_sichuan_universi_1031606,Renovation Expansion Of Sichuan University,Unknown,Chengdu,China,Educational,fragmented,temperate,2024,A modern renovation and expansion project for Sichuan University aiming to enhance educational facilities.,0.8
p_renovation_of_nju_kindergarten_atelier_j_1034367,Renovation Of Nju Kindergarten Atelier J,NJU Atelier,N/A,N/A,educational,linear,temperate,2024,A renovation project for a kindergarten aimed at enhancing educational environments.,0.8
p_resting_chapel_jung_architekti_1025027,Resting Chapel,Jung Architekti,Bratislava,Slovakia,Religious,pavilion,temperate,2024,The Resting Chapel by Jung Architekti is a serene space designed for meditation and reflection.,0.8
p_restoration_and_enhancement_of_the_patri_1034427,Restoration And Enhancement Of The Patri 1034427 Diagrams P Restoration And Enhancement Of The Patri,,,,,,,0,,0.0
p_restoration_of_sant_esteve_church_santam_1032564,Restoration Of Sant Esteve Church Santam 1032564 Exteriors P Restoration Of Sant Esteve Church Santam,,,,,,,0,,0.0
p_retrofit_of_santa_maria_school_carvalho_1034261,Retrofit Of Santa Maria School Carvalho,Carvalho Architects,São Paulo,Brazil,school,compact,tropical,2024,The retrofit of the Santa Maria School focuses on enhancing educational spaces through modern design.,0.8
p_sailing_castle_ren_ai_cheng_tsung_feng_d_1035634,Sailing Castle,Ren Ai Cheng Tsung Feng,Taipei,Taiwan,Residential,fragmented,tropical,2024,The Sailing Castle is a contemporary residential building that seamlessly integrates with its urban environment.,0.8
p_salem_public_library_renovation_hacker_a_1024470,Salem Public Library Renovation,Hacker,Salem,United States,Library,fragmented,temperate,2024,"A thoughtful renovation of the Salem Public Library, enhancing community engagement and space functionality.",0.8
p_san_rocco_s_oratory_architettura_tommasi_1033428,San Rocco S Oratory,Architettura Tommasi,Padua,Italy,Religious,courtyard,temperate,2024,The San Rocco S Oratory by Architettura Tommasi is a modern religious space designed for community use.,0.8
p_sanctuary_tunnel_garden_rad_ar_research_1027508,Sanctuary Tunnel Garden,Rad Ar Research,,Indonesia,landscape architecture,linear,tropical,2024,The Sanctuary Tunnel Garden is a unique landscape architecture project focusing on environmental sustainability.,0.8
p_school_of_the_art_institute_of_chicago_f_1026597,School Of The Art Institute Of Chicago,Gensler,Chicago,United States,institutional,fragmented,temperate,2024,A new educational facility designed for the School of the Art Institute of Chicago.,0.8
p_seoul_robot_ai_museum_melike_alt_n_k_arc_1022554,Seoul Robot Ai Museum,Melike Altıok,Seoul,South Korea,museum,fragmented,temperate,2024,The Seoul Robot Ai Museum is a cultural hub devoted to the exploration of artificial intelligence and robotics.,0.8
p_shafagh_tomb_35_51_architecture_office_1029019,Shafagh Tomb,35 51 Architecture Office,Unknown,Iran,Cultural,fragmented,arid,2024,The Shafagh Tomb is a contemporary cultural and religious space designed to honor heritage.,0.8
p_shenzhen_science_and_technology_museum_z_1029762,Shenzhen Science And Technology Museum,Unknown,Shenzhen,China,museum,fragmented,tropical,2024,The Shenzhen Science And Technology Museum is designed as a cutting-edge cultural facility.,0.8
p_shonan_institute_of_technology_high_scho_1024901,Shonan Institute of Technology High School,Unknown,Fujisawa,Japan,Educational,linear,temperate,2024,The Shonan Institute of Technology High School is a modern educational facility designed to foster innovation and collaboration.,0.8
p_simple_art_museum_has_design_and_researc_1022166,Simple Art Museum,Unknown,Bangkok,Thailand,museum,compact,tropical,2024,A modern art museum designed to enhance community engagement through art.,0.8
p_smvit_library_cadence_architects_1034143,Smvit Library,Cadence Architects,,India,library,linear,tropical,2024,A modern library designed as a hub for learning and community engagement.,0.8
p_sona_university_centre_library_block_imk_1024858,Sona University Centre Library Block Imk 1024858 Diagrams P Sona University Centre Library Block Imk,,,,,,,0,,0.0
p_songzhuang_z_museum_team_bldg_1030268,Songzhuang Z Museum Team Bldg,P Songzhuang Z Museum Team,Songzhuang,China,Museum,fragmented,temperate,2024,A contemporary museum designed to foster interaction with art and nature.,0.8
p_soochow_university_future_campus_phase_1_1034782,Soochow University Future Campus Phase 1,Unknown,Suzhou,China,Educational Facility,clustered,temperate,2024,The project represents a forward-thinking phase for the educational facilities at Soochow University.,0.8
p_south_east_centre_for_contemporary_art_s_1035115,South East Centre For Contemporary Art,Unknown,Bega,Australia,Cultural,fragmented,temperate,2024,The South East Centre For Contemporary Art is a new cultural hub designed to promote contemporary art.,0.8
