project_id,title_clean,architect,city,country,typology,massing_type,climate_bin,year_completed,description_short,confidence_score
p_diriyah_art_futures_contemporary_art_hub_1023785,Diriyah Art Futures Contemporary Art Hub,Unknown,Diriyah,Saudi Arabia,Cultural,fragmented,arid,2024,"A contemporary art hub designed to foster cultural exchange and creativity in Diriyah, Saudi Arabia.",0.8
p_five_finger_pavilion_yxdesigners_1034978,Five Finger Pavilion,Yxdesigners,,,pavilion,pavilion,temperate,2024,A pavilion designed for cultural gatherings that integrates with its landscape.,0.8
p_dom_turka_house_of_remembrance_tremend_1032509,Dom Turka House Of Remembrance,Tremend,Tremend,Poland,cultural,courtyard,temperate,2024,A contemporary cultural space designed for remembrance and reflection.,0.8
p_flower_on_hillside_community_library_st_1027318,Flower On Hillside Community Library,P,Unknown City,Unknown Country,library,fragmented,temperate,2024,The Flower On Hillside Community Library is a modern public library designed to serve the educational needs of the community while harmonizing with its hillside location.,0.8
p_educational_area_of_the_exhibition_a_riv_1035308,Educational Area Of The Exhibition A Riv,Unknown,Unknown,Unknown,Educational,fragmented,temperate,2024,A modern educational facility designed to foster interactive learning through innovative exhibition spaces.,0.8
p_frihamnskyrkan_church_elding_oscarson_1025436,Frihamnskyrkan Church,Elding Oscarson,Gothenburg,Sweden,religious,fragmented,temperate,2024,A modern church that integrates community-focused spaces with sustainable practices.,0.85
p_elementary_school_at_le_grand_lemps_fran_935357,Elementary School At Le Grand Lemps,Not specified,Le Grand Lemps,France,School,courtyard,temperate,2024,A modern elementary school designed to foster learning and interaction.,0.8
p_gabrielle_roy_library_saucier_perrotte_a_1028861,Gabrielle Roy Library,Saucier Perrotte,Quebec City,Canada,Library,fragmented,temperate,2024,The Gabrielle Roy Library is a modern public library designed to foster community engagement.,0.8
p_elisabeth_and_robert_badinter_elementary_1034682,Elisabeth And Robert Badinter Elementary,Unknown,Unknown City,France,School,linear,temperate,2024,A modern elementary school focused on sustainability and educational innovation.,0.8
p_ganga_leheri_temple_abin_design_studio_1030472,Ganga Leheri Temple,Abin Design Studio,Kolkata,India,Religious,courtyard,tropical,2024,The Ganga Leheri Temple serves as a modern place of worship integrated with nature.,0.85
p_event_hall_l_agora_and_ernest_hemingway_1029943,Event Hall L Agora,Unknown,Unknown,France,event hall,pavilion,temperate,2024,Event Hall L Agora is a contemporary multi-purpose venue for cultural and community events.,0.8
p_gersthof_model_school_renovation_and_con_1034672,Gersthof Model School Renovation And Con,N/A,Vienna,Austria,school,compact,temperate,2024,The Gersthof Model School renovation focuses on modernizing educational spaces while promoting sustainability.,0.8
p_gimle_4_student_housing_code_arkitektur_1034566,Gimle 4 Student Housing,Code Arkitektur,Oslo,Norway,Residential,fragmented,temperate,2024,Gimle 4 is a student housing project designed to foster community living with sustainable strategies.,0.8
p_far_rockaway_library_sn_hetta_1022953,Far Rockaway Library,Snøhetta,Far Rockaway,United States,library,fragmented,temperate,2024,The Far Rockaway Library is designed as a vibrant community hub that provides educational resources and spaces.,0.8
p_grentschel_school_extension_ahaa_1034558,Grentschel School Extension Ahaa,Ahaa Architecture,Basel,Switzerland,School,linear,temperate,2024,The Grentschel School Extension enhances educational facilities with modern design and sustainability.,0.8
p_fenix_art_museum_mad_architects_1030328,Fenix Art Museum,MAD Architects,Rotterdam,Netherlands,museum,fragmented,temperate,2024,"A contemporary art museum designed by MAD Architects, emphasizing connectivity with the urban environment.",0.85
p_five_finger_pavilion_yxdesigners_1034978,Five Finger Pavilion,Yxdesigners,,,pavilion,pavilion,temperate,2024,A modern pavilion designed for cultural exhibitions.,0.8
p_guir_y_ro_bocar_library_croixmariebourdo_1023026,Guir Y Ro Bocar Library,Guir Y Ro Bocar,Croixmariebourdo,N/A,Library,fragmented,tropical,2024,"The Guir Y Ro Bocar Library serves as a community hub, promoting literacy and learning.",0.8
p_flower_on_hillside_community_library_st_1027318,Flower On Hillside Community Library,Unknown,Unknown,Unknown,library,fragmented,tropical,2024,A community library designed to blend with the hillside and provide a welcoming space for learning.,0.8
p_h_jvangen_church_henning_larsen_espen_su_1031123,Jvangen Church,Henning Larsen,Henning,Denmark,Religious,courtyard,temperate,2024,"Jvangen Church is a new religious facility built by Henning Larsen, emphasizing community interaction and sustainability.",0.85
p_frihamnskyrkan_church_elding_oscarson_1025436,Frihamnskyrkan Church,Elding Oscarson,Gothenburg,Sweden,religious,fragmented,temperate,2024,Frihamnskyrkan Church is a contemporary religious structure designed by Elding Oscarson that integrates community functions within a serene environment.,0.8
p_h_l_ne_carr_re_d_encausse_school_archi5_1035464,Re D Encausse School,Archi5,Boulogne-sur-Mer,France,Educational,linear,temperate,2024,A modern educational facility designed to foster collaborative learning.,0.8
p_hadrovi_a_mosque_arhingin_enjering_1026861,Hadrovi A Mosque,Hadrovi A,,Montenegro,religious,courtyard,temperate,2024,A modern mosque balancing tradition and contemporary design.,0.8
p_gabrielle_roy_library_saucier_perrotte_a_1028861,Gabrielle Roy Library,Saucier Perrotte,Quebec City,Canada,library,fragmented,temperate,2024,The Gabrielle Roy Library is a modern public library designed to foster community engagement and knowledge sharing.,0.8
p_hagen_house_nendeln_cukrowicz_nachbaur_a_1034624,Hagen House,Cukrowicz Nachbaur,Nendeln,Liechtenstein,Residential,fragmented,temperate,2024,The Hagen House is a modern residential building characterized by its fragmented massing and natural materials.,0.8
p_ganga_leheri_temple_abin_design_studio_1030472,Ganga Leheri Temple,Abin Design Studio,Kolkata,India,Religious,fragmented,tropical,2024,The Ganga Leheri Temple is a modern religious structure that embodies cultural significance.,0.8
p_haksanjae_private_library_and_residence_1032024,Haksanjae Private Library And Residence,P,Unknown,South Korea,Library and Residence,fragmented,temperate,2024,A unique private library and residence harmonizing functional living with an inspiring reading environment.,0.8
p_gersthof_model_school_renovation_and_con_1034672,Gersthof Model School Renovation And Con,Unknown,Vienna,Austria,school,fragmented,temperate,2024,The Gersthof Model School renovation enhances educational facilities with a modern design.,0.8
p_gimle_4_student_housing_code_arkitektur_1034566,Gimle 4 Student Housing,Code Arkitektur,Oslo,Norway,Student Housing,linear,temperate,2024,"Gimle 4 is a modern student housing project in Oslo, designed to foster community among students.",0.8
p_haus_der_digitalisierung_tulln_kronaus_m_1022449,Haus Der Digitalisierung Tulln,Kronaus M,Tulln,Austria,cultural,fragmented,temperate,2024,Haus Der Digitalisierung Tulln is an innovative center dedicated to promoting digital culture.,0.8
p_grentschel_school_extension_ahaa_1034558,Grentschel School Extension,Ahaa,Baden,Switzerland,School,fragmented,temperate,2024,A modern extension to the Grentschel School enhancing educational facilities.,0.85
p_hiraya_pavilion_in_sapporo_ykaa_1035509,Hiraya Pavilion,Ykaa,Sapporo,Japan,Pavilion,pavilion,temperate,2024,A cultural pavilion in Sapporo that integrates natural landscapes into its architectural design.,0.9
p_guir_y_ro_bocar_library_croixmariebourdo_1023026,Guir Y Ro Bocar Library Croixmariebourdo,P Guir Y Ro Bocar,Croixmariebourdo,Unknown Country,library,courtyard,temperate,2024,A modern library designed to foster community engagement and learning through innovative spaces.,0.8
p_hortensia_herrero_art_center_erre_1013611,Hortensia Herrero Art Center,Erre,Valencia,Spain,Cultural Center,fragmented,Mediterranean,2024,The Hortensia Herrero Art Center is a modern cultural facility designed to promote art and community interaction.,0.8
p_h_jvangen_church_henning_larsen_espen_su_1031123,H Jvangen Church,Henning Larsen,Henning,Denmark,Religious,linear,temperate,2024,"H Jvangen Church is a modern, community-focused place of worship in Denmark, emphasizing natural materials and sustainability.",0.85
p_huanglong_mountain_zisha_mineral_source_1023799,Huanglong Mountain Zisha Mineral Source,P,Huanglong,China,cultural,fragmented,temperate,2024,A cultural facility centered around the unique mineral source of Huanglong Mountain.,0.8
p_h_l_ne_carr_re_d_encausse_school_archi5_1035464,Re D Encausse School,Archi5,Hénin-Beaumont,France,school,linear,temperate,2024,A contemporary educational facility emphasizing community engagement and sustainability.,0.8
p_iljuk_presbyterian_church_oh_jongsang_1027121,Iljuk Presbyterian Church,Oh Jongsang,Iljuk,South Korea,Religious,fragmented,temperate,2024,"Iljuk Presbyterian Church, designed by Oh Jongsang, provides a modern worship space that integrates with its natural surroundings.",0.8
p_hadrovi_a_mosque_arhingin_enjering_1026861,Hadrovi A Mosque,Arhingin Enjering,Tivat,Montenegro,religious,fragmented,temperate,2024,A contemporary mosque designed to accommodate community worship and activities.,0.8
p_inglewood_bird_sanctuary_expansion_the_m_1035158,Inglewood Bird Sanctuary Expansion,M,Calgary,Canada,nature reserve expansion,fragmented,temperate,2024,The Inglewood Bird Sanctuary Expansion enhances ecological awareness through innovative architectural design.,0.8
p_hagen_house_nendeln_cukrowicz_nachbaur_a_1034624,Hagen House Nendeln,Cukrowicz Nachbaur,Nendeln,Liechtenstein,Residential,compact,temperate,2024,Hagen House is a contemporary residential project designed to harmonize with its landscape.,0.8
p_intervention_of_the_yulin_courtyard_hous_1021229,Intervention Of The Yulin Courtyard House,Unknown Architect,Yulin,China,Residential,courtyard,tropical,2024,A modern residential intervention in a traditional courtyard house setting.,0.8
p_haksanjae_private_library_and_residence_1032024,Haksanjae Private Library And Residence,P,,South Korea,library/residential,fragmented,temperate,2024,"A harmonious blend of a private library and residence, fostering both living and learning.",0.8
p_ixcampus_design_school_same_architectes_1035289,Ixcampus Design School,Same Architectes,Paris,France,school,fragmented,temperate,2024,The Ixcampus Design School by Same Architectes is a modern educational facility set in Paris aimed at fostering design innovation.,0.8
p_haus_der_digitalisierung_tulln_kronaus_m_1022449,Haus Der Digitalisierung,Kronaus M,Tulln,Austria,Cultural Center,fragmented,temperate,2024,Haus Der Digitalisierung is a new cultural center in Tulln designed for digital education and community engagement.,0.8
p_jackson_hole_history_museum_hga_1027334,Jackson Hole History Museum,HGA,Jackson,United States,museum,fragmented,temperate,2024,The Jackson Hole History Museum serves as a cultural hub showcasing the region's history through modern architectural design.,0.85
p_hiraya_pavilion_in_sapporo_ykaa_1035509,Hiraya Pavilion,Ykaa,Sapporo,Japan,Pavilion,pavilion,temperate,2024,Hiraya Pavilion is a cultural space in Sapporo that fosters interaction with the natural landscape.,0.8
p_james_baldwin_media_library_and_refugee_1030349,James Baldwin Media Library And Refugee,P,Paris,France,library,fragmented,temperate,2024,"A media library designed to serve as a refuge and community hub, dedicated to the legacy of James Baldwin.",0.8
p_hortensia_herrero_art_center_erre_1013611,Hortensia Herrero Art Center,Erre,Valencia,Spain,Cultural Center,fragmented,temperate,2024,The Hortensia Herrero Art Center is a contemporary cultural facility designed to foster community engagement through art.,0.85
p_jami_at_taqwa_mosque_cibinong_ismail_sol_1034505,Jami At Taqwa Mosque Cibinong,Ismail Sol,Cibinong,Indonesia,Religious,compact,tropical,2024,A modern mosque designed to serve the urban community of Cibinong.,0.8
p_huanglong_mountain_zisha_mineral_source_1023799,Huanglong Mountain Zisha Mineral Source,P,Nantong,China,Cultural,fragmented,temperate,2024,A cultural facility designed to showcase the mineral springs of Huanglong Mountain.,0.8
p_iljuk_presbyterian_church_oh_jongsang_1027121,Iljuk Presbyterian Church,Oh Jongsang,Iljuk,South Korea,Religious,fragmented,temperate,2024,Iljuk Presbyterian Church is a contemporary worship space designed to foster community engagement.,0.8
p_jean_ric_edelman_fossil_park_museum_enne_1029467,Edelman Fossil Park Museum,Rafael Viñoly,Pitman,United States,museum,fragmented,temperate,2024,The Jean Ric Edelman Fossil Park Museum is an innovative space dedicated to the exploration and education of paleontology.,0.8
p_judicial_morgue_for_the_city_of_ver_ofic_1030759,Judicial Morgue For The City Of Ver Ofic,N/A,Ver Ofic,Argentina,institutional,fragmented,temperate,2024,A state-of-the-art judicial morgue designed for the city of Ver Ofic focusing on forensic efficiency and public accessibility.,0.8
p_inglewood_bird_sanctuary_expansion_the_m_1035158,Inglewood Bird Sanctuary Expansion,M,Calgary,Canada,Cultural,clustered,temperate,2024,The Inglewood Bird Sanctuary Expansion enhances educational and observational facilities in a natural setting.,0.8
p_jules_verne_school_barr_lambot_architect_1035346,Jules Verne School,Barr Lambot Architect,Unknown,France,school,linear,temperate,2024,The Jules Verne School is a modern educational facility that emphasizes sustainability and collaborative learning.,0.8
p_intervention_of_the_yulin_courtyard_hous_1021229,Intervention Of The Yulin Courtyard House,Unknown,Yulin,China,Residential,courtyard,tropical,2024,A renovation project focusing on enhancing the traditional courtyard house.,0.8
p_ixcampus_design_school_same_architectes_1035289,Ixcampus Design School,Same Architectes,Paris,France,school,linear,temperate,2024,A design school fostering creativity and collaboration in a modern setting.,0.8
p_kampung_mrican_phase_1_and_microlibrary_1031619,Kampung Mrican Phase 1 And Microlibrary,Unknown,Yogyakarta,Indonesia,Microlibrary,courtyard,tropical,2024,Kampung Mrican Phase 1 And Microlibrary serves as a community hub for education and interaction in Yogyakarta.,0.8
p_jackson_hole_history_museum_hga_1027334,Jackson Hole History Museum,HGA,Jackson,United States,museum,linear,temperate,2024,The Jackson Hole History Museum serves as a cultural hub showcasing the region's rich history.,0.8
p_kiihtelysvaara_church_luo_architects_1030415,Kiihtelysvaara Church,Luo Architects,Kiihtelysvaara,Finland,Religious,linear,temperate,2024,"Kiihtelysvaara Church by Luo Architects exemplifies contemporary religious architecture, merging spirituality with sustainable design.",0.8
p_james_baldwin_media_library_and_refugee_1030349,James Baldwin Media Library And Refugee,P,Paris,France,Library,fragmented,temperate,2024,A multifaceted media library designed to support refugees and promote community engagement in Paris.,0.8
p_kushtia_neighborhood_mosque_ahsan_habib_1025782,Kushtia Neighborhood Mosque,Ahsan Habib,Kushtia,Bangladesh,Religious,pavilion,tropical,2024,The Kushtia Neighborhood Mosque is a contemporary religious structure designed to serve the local community.,0.8
p_la_source_third_place_library_nas_archit_1031808,La Source Third Place Library,NAS Archit,Nîmes,France,library,fragmented,temperate,2024,The La Source Third Place Library is a modern library integrating community spaces with sustainable design.,0.8
p_jami_at_taqwa_mosque_cibinong_ismail_sol_1034505,Jami At Taqwa Mosque Cibinong,Ismail Sol,Cibinong,Indonesia,Mosque,fragmented,tropical,2024,A modern mosque designed to serve the Cibinong community with an emphasis on sustainability.,0.8
